,content,score,at
3018,Iklan hampir tiap menit muncul di setiap aktivitas kita. Tapi kita serius mau liat apa iya segampang itu? Ternya mau coba pinjam 5ribu perak saja mau isi syarat 3jam dan di tolak 😂😂😂,1,2023-08-29 17:26:20
1410,"saya mau minta tolong kepada adakami,mohon data saya tidak dipakai orang lain,ketika saya mau daftar pakai KTP saya tidak bisa,disitu terbilang sudah dipakai dengan nomor hp yg saya tidak tau.",1,2023-08-29 18:47:54
3942,Lumayan tapi bunga nya kebesaran anjim. Ngotak dikit lah gak ngaruh kok.,4,2023-08-29 21:51:36
3044,"Daftarnya mudah, tapi kenapa pinjaman gagal dan harus tunggu selama satu bulan buat pengajuan lagi...",2,2023-08-29 23:50:48
1751,"Tgl jatuh tempo masih kurang 2 hari tgl 1, tp masih tgl 30 udah ditelponin suruh nglunasin skrg, gimana sih koq gak konsisten. Buruk",1,2023-08-30 02:06:15
2998,"Aplikasi yg terbaik,,mudah dan cepat,hqnyq menunggu beberpa menit saja,smoga amanah yah,dan lebih wow lagi,saya selalu mendapat voucher dan Bonus 🥰 Terimakasih Ada Kami🥰",5,2023-08-30 02:10:53
4637,Aplikasi sangat mengganggu.selalu muncul di app lain.heran.saya instal juga karna mau ngasih bintang 1.karna top selalu muncul di app lain.selalu menggangu..padahalma yang ngasi bintang 4.5 dr pihak sendiri..hadeeewwww kuuuammmmpreyyyyt,1,2023-08-30 02:52:02
899,"Tolong untuk admin, saya tidak pernah telat bayar tetapi mengajukan pinjaman untuk ke sekian kali nya di tolak dan di suruh memgajukan lagi di tanggal yg sudah di tentukan (bulan berikutnya), saya mengajukan lagi di tolak juga dan disuruh mengajukan lagi bulan berikut nya. Tolong di perbaiki",1,2023-08-30 03:10:54
2484,Menutku aplikasi ini sistem kreditnya sangat mencekik. Kredit 400 ribu dapet 300 lebih sekian bayarnya hampir 800 ribu. Saya merekomendasikan jangan ajukan hutang disini,1,2023-08-30 03:24:33
755,Aplikasi aneh...data sudah komplit tidak malah score kredit 0 malah di alihkan ke aplikasi lain...tolong hapus data data saya...kalau ada masah apapun saya tidak bertanggung jawab sama sekali.saya mulai hari ini saya uninstal 30/8/2023.,1,2023-08-30 04:00:41
9286,Memudahkan pinjaman tanpaa persayaratan. Bisaaa di butuhkan kapan saja dengan muda,5,2023-08-30 05:11:43
3041,Proses nya cepat dan bunga nya juga rendah. Pokok nya mantap dah 👍,5,2023-08-30 05:24:29
5194,Ini pertama kali seya mengajukan pinjaman di APP ini. Tanggal jatuh tempo saya tanggal 1 bulan 9. Tapi saya di telpon sejak tanggal 26 setiap hari pagi siang sore. Dan sudah saya jawab setiap ditelpon. Tapi masih ditelpon juga. Itu jelas membuat saya tidak nyaman,1,2023-08-30 06:16:00
1382,Saya instal karna ingin berkomentar . Woy riba anda banyak banget iklan tidak bermutu di setiap saya main game . Saya muak liat iklan anda . Gmna cara blokir iklan anda yg sering muncul . Riba oyyyy,1,2023-08-30 07:04:02
3269,Saya baru mengajukan kredit dan ditolak. Mohon data saya dihapus karena aplikasi sudah saya hapus juga. Tolong dihapus data saya juga ya.,1,2023-08-30 08:30:53
9595,"Pinjaman prtama lgsung D acc dn sy tepat waktu knp D pengajuan ke 2 mlh tdk bs bnr"" Mengecewakan mhon data sy D hapus jngn sampai menyalah gunakan data"" Sy krn sy tdk brtanggung jwb bila k dpn nya ad mslh.. Per tgl 30 Agustus 2023 jam 15:50 sy hpus dn un instal aplikasi ini.",3,2023-08-30 08:50:54
2906,"aplikasi nya oke, pengajuan cepat, cairnya cepat mudah d pahami",5,2023-08-30 11:11:35
1571,"mudah dan cepat cair, bila perlu jangka pendek di sini aja, tp sayang punya limit besar pernah 1 kali terlambat 1-2 hari karna tgl libur langsung di analis ulang, Terima kasih selama ini sudah saling di untungkan.",5,2023-08-30 11:14:12
769,"Katanya pada iklan pinjaman ini bisa langsung tarik ke aplikasi dana,tpi nyatanya pas saya coba tidak bisa untuk tambah akun penarikan melalui aplikasi dana,tidak sesuwai dengan iklan",2,2023-08-30 12:46:36
4696,Jatuh tempo masih lama di telepon terus sama sms ganggu banget taiii,1,2023-08-30 12:52:31
3066,Mohon informasi nya kak jika nomor saya telah diganti oleh pihak lain yang tidak bertanggung jawab dan data saya telah dihapus di adakami padahal saya ada tagihan di aplikasi ini Mohon infonya agar data saya Aman dan saya mudah membayar tagihan,5,2023-08-30 13:18:33
3979,"Gue kasih bintang 5,walaupun pengajuan selalu di tolak,padahal pembayaran ga pernah telat...Terima kasih.",5,2023-08-30 14:43:43
1208,"Mantap bagus aplikasi terpercaya,Proses ya mudah aman terpercaya 👍👍👍 Saya baru saja menerima via email bahwa saya di suruh pengembalian dana pinjamanan karena ada pembaharuan sistem katanya & jika tidak di kembalikan yang saya pinjam akan ada double bayar.. saya tidak mudah percaya begitu saja. Mohon bantuan ya dia saya menelpon saya di jam 22 : 00 untuk di kembalikan besok..",5,2023-08-30 16:30:13
4004,pembayaran per 1 priode sangat membantu utk kt yg punya penghasilan 1 bulan. Terima kasih adakami. moga sukses slalu.,5,2023-08-30 17:55:41
3393,"Belum di acc sih, tapi masih berusaha ngajuin lagi. karena cuma aplikasi ini yang menurutku lebih aman",5,2023-08-30 23:08:00
2879,"biaya bunganya terlalu tinggi, kota meminjam dan di kembalikan nya tidak sesuai apa yang kita pinjam melebihi 2x lipat",1,2023-08-30 23:11:52
3110,memang mudah pengajuanya. dan yang bikin saya kurang seneng itu d bunganya gede banget.,3,2023-08-30 23:13:10
2992,Sangat menolong disaat mendesak... Pencairan lebih cepat drpda toko sebelah.,5,2023-08-31 00:48:23
1582,Aplikasi pinjaman online yg mudah dan verifikasinya cepat pencairan juga cepat dengan bunga rendah. Sangat membantu keuangan saya yg sangat mendesak untuk biaya pendidikan dan keperluan sehari-hari,5,2023-08-31 01:28:17
3376,"wah parah ni adakami, saya sudah melunasi tapi tagihannya tetap ada.. tolong ada kami saya sudah telpon, email, bukti bayar sudah saya kirim tapi tidak ada pihak ada kami yang proses",1,2023-08-31 01:46:14
4477,"Untuk AdaKami yg terhormat. kemarin saya coba mengajukan pinjaman tapi ternyata limitnya di luar dugaan. sangat rendah. tolong semua data"" pengajuan saya segera dihapus dari sistem.karna saya tidak akan bertanggung jawab jika suatu saat nanti ada yg menggunakan data saya. Sekian dan terima kasih 🙏",1,2023-08-31 01:55:16
2964,"Iklan dan kenyataanya sangat berbeda jauh,,gk sesuai",2,2023-08-31 02:15:25
3349,app mudah di gunakan & simple.. juga terpercaya,5,2023-08-31 02:56:42
4521,"Tolong hapus data saya ,karna saya tidak jd pinjam..awas saja kalo dara sya di salah guna kan. aplikasi sudah sy unisntal ,tp kenapa ada tlpn yg mengatasnama kn adakami menawarkan pinjaman kepada saya namun saya sama sekali tidak berminat.",2,2023-08-31 03:13:07
2943,Aplikasi tidak berguna .cacat . . Download cuma mau kasih rating aja . Semoga bangkrut .auto uninstal,1,2023-08-31 03:49:13
3113,proses cepat dan pembayarannya tidak memberatkan.terima kasih Adakami,5,2023-08-31 04:15:41
4711,Proses daftar sangat mudah sekali dan sangat membantu,5,2023-08-31 04:47:43
3584,sangat cepat proses nya jadi lebih gampang cairnya itu sangat bagus,5,2023-08-31 04:53:40
1084,"Sangat mengecewakan,sdh berakali mengajukan limit tetapi tdak bisa, minimal teracc lah ini mah lama bangettt,smpe coba 7 kalo tetap aja gagal ajukan limitnya.di ubah lah tolong sistem nya",3,2023-08-31 05:29:26
745,Tdk sesuai dg iklan...bunga nya 50 % lebih...pinjaman tdk di beri tahu rincianya dulu..setelah pinjaman berhasil rincian baru keluar...udah gitu pinjam 3 jt harus bayar 6 jt lebih...dalam tempo 6 bulan...tolong bagi yg belum terlanjur jangan gunakan aplikasi ini..bunga rendah cm 150an tp ada biaya layanan 2jt lebih..,1,2023-08-31 05:57:49
1416,"Saya ketipu,tadi malam pengajuan sudah di setujui dan lolos verifikasi,katanya uang masuk rekening,tapi saya cek di rekening tidak ada uang masuk, di apk adakami malah ada tagihan,mohon maaf selama tidak ada uang masuk saya tidak akan bayar tagihan,kalau ada uang masuk tolong buktikan",1,2023-08-31 06:42:43
2783,Saya intal karena penasaran.. Iklan di game dan yang lain2 terlalu banyak.. Pas nyobak daftar hasilnya memang ZONK.. gak sesuai seperti iklan.. Dasar pinjol. Cuma mau ambil data kita..,1,2023-08-31 07:11:42
3025,Udah bertahun tahun pengajuan tidak pernah disetujui. Dasar aplikasi cuma ambil data,1,2023-08-31 08:22:34
2342,saya sangat puas dngan layanan ada kami.memang untuk proses pengajuannya terbilang baik dan jg gk ribet...jd untuk kedepannya bisa lebih baik lagi...,5,2023-08-31 10:04:26
3613,"Adakami keren banget, bisa bantu kebutuhan dana darurat sebelum gajian, potonganya cuma 10.000 hanya untuk bayar biaya materai. Yuk kalau butuh dana darurat ingat ADAKAMI",5,2023-08-31 10:51:04
3416,Coookkk ...cokkkk daftar2 masukin ktp poto wajah nggk taunya cm daftar doank t4i t4i... Limit g ada g ada pinjman gak ada t4i juga .. Aplikasi apaan ini. Dah nyesel download ..tgl 31.8.23 sy hapus kamh meski data2 saya dah masuk semua tp awas klo sampai ada telpon minta byaran atau apalah sy nggk mau nanggung resiko karna cair aja nggk mlh dsrih doblot aplikadi pinjol yg lain.,1,2023-08-31 11:55:13
3252,Alhamdulillah aplikasi bagus dan membantu saat keperluan mendesak.Tetap bijak gunakan aplikasi pinjaman online dengan sesuaikan penghasilan anda bagi yg membutuhkan bantuan pinjaman online.,5,2023-08-31 12:36:10
754,"Pinjaman awal sangat membantu sekali walau memang bunga sama sih sama aplikasi yg lain nya.. cuma memang proses nya cepat sekali,,, pas mau pengajuan ke 2 kali qo peninjauan nya di tolak... padahal pelunasana sebelum jatuh tempo bahkan seminggu sebelum nya... Makasih atas bantuan yang pertamanya... Maaf saya kasih bintang 2 karena ga kaya aplikasi lain yg bisa pinjam 3kali bahkan lebih...",2,2023-08-31 14:01:53
2972,"Proses cepat dan mudah, tidak ribet dengan persyaratan yang di ajukan untuk meminjam",5,2023-08-31 15:49:23
1729,"Aneh banget mau daftar ga bisa,ktanya sudah terdaftar sblm nya pake nomor yg lain.pdhl sma sekali ga prnh daftrain pake nomor yg blakang nya 3514.jadi mlsending uninstal aja",1,2023-08-31 16:33:24
751,Batal 5 bintang .. Sudah mau minjem .tp ngk lolos di bilang telat atau AP...sya baru ini minjam di adakami.. Hadeh...tolong d hapus data pribadi sya dan mohon untuk tidak menyalah gunakan data pribadi saya.tnggl 1.9.2023 hapus sudah.,1,2023-08-31 17:32:00
4507,"Gw download cuma buat kasih ulasan!! Iklannya sangat mengganggu, setiap nonton yt/fb/main game selalu iklan ini yang muncul. Tolong batesin lah asw.",1,2023-08-31 18:02:02
3962,Aplikasi gak jelas mau pinjam lagi selalu di tolak.. padahal bayar tiap bulan gak penah telat,1,2023-08-31 23:17:41
2128,Parah banget kapok banget saya pke aplikasi ini. Sebetulnya saya udh lama pke app ini dan gprnh telat tpi baru krmaren telat baru 6 hari aja neror dan ngancam nya gila2an.,1,2023-09-01 00:06:10
2852,"Sangat membantu sekali,caranya gak ribet dan pencairannya jg cepat,saya rekomendasikan pada temen2 yg butuh dana cepat supaya memakai aplikasi ini.",5,2023-09-01 01:30:15
4517,Saya instal karena terlalu bosan liat iklan ini dimana²....iklannya ga bermutu bgt dan terlihat ga berbobot....apalagi mbak yg sat set...sat set...pake bajunya yg enak diliat donk....masa bajunya dilipet pake jarum pentul...,1,2023-09-01 02:31:28
4313,Blum bertambah lagi limit ny cuma sbagian yang brtambah smua syarat nya padahal udah di lakuin dengan benar,4,2023-09-01 03:20:43
735,Please saya muak dg iklan anda. Tolong para pihak adakami jangan kebanyakan nipu. Iklan anda itu semuanya sampah. Ga bermutu dan sangat sangat lebay. Gimana cara report iklan kalian sih. Huft di report masih muncul di banyak aplikasi.,1,2023-09-01 03:26:37
2148,"Prosesnya cepat sih tapi bunganya gede pinjem 3,8 jt 9bln tenor jd 7jt lebih.. Udah bayar belum ada pembaruan informasi lagi",2,2023-09-01 03:34:20
4410,"Verifikasi mudah dan cepat, sangat membantu",5,2023-09-01 03:55:47
5214,"Udah isi data lengkap pas pengajuan malah ditolak, saya uninstall apk ini mulai 1 september 2023 Tolong dihapus data saya ya, jangan disalah gunakan, terimakasih.",1,2023-09-01 03:59:32
2970,Tenor 1bln apk bagus sangat membantu kebutuhan yg sangat mendesak dan cepat cairnya terimakasih,5,2023-09-01 04:07:52
8662,sangat membantu buat saya yang butuh dana mendesak dan proses nya juga sangat cepat 🚀,5,2023-09-01 04:50:07
3111,Proses cepat dan persyaratan tidak ribet..aplikasi ok lah,5,2023-09-01 05:46:49
1355,Proses bagus cuma limit nya terlalu kecil TDK bisa di jadikan modal.dan waktu pencarian terlalu lama makan waktu sedangkan kita butuh,1,2023-09-01 06:44:44
2912,"Ada kami memang terbaik, proses pencairan cepat dan mudah, terimakasih ada kami, yang siap membantu pada yang membutuhkan pinjaman dengan bunga yang begitu rendah..",5,2023-09-01 07:18:44
959,"saya kurangi bintangnya,,penolakan sistem atas pinjam kembali tidaklah efesien,saya kecewa atas appnya.padahal sudah tepat waktu pembayaran,kan ada petugasnya yg mengwasi data kenapa alasan petugas @ADAKAMI hanya jawab sistem yang menentukan,,petugas nya kemana???",1,2023-09-01 08:05:17
250,"Terima kasih sudah dikasi pinjam, system pernah selalu eror alfamart tidak bisa memproses pembayaran, dan pada apk ada keterangan ada perbaikan sistem, semoga usahanya sukses, apknya sudah saya uninstall.mohon kerjasamanya untuk menghapus data saya.",1,2023-09-01 08:15:34
1241,"Jelas sangat mmbantu sih ada kami buat kami yg lagi kepepet uang.. Tapi bunganya 50 ℅ lbih trnyata .. Tidak sprti yg d iklan jd sata kasih bintang 2, Smoga kdpanmya ada kami bisa lebih masuk akal untuk kasih bunga ke nasabahnya 🙏🙏",2,2023-09-01 09:23:20
3574,selagi masih memberikan pinjaman dan data aman dan waktu penagihan sopan saya akan selalu memakai ada kami di saat kebutuhan mendadak,4,2023-09-01 09:51:33
4581,"pengajuan kali ini langsung di tolak,suruh pengajuan lagi setelah 3 bulan,padahal pengajuannya hanya 1jt,limit tersedia lumayan besar,awal nya sangat kecewa,tapi,bersyukur juga di tolak,jadi ga ada beban lagi buat ngeriba,mohon maaf langsung tak UNINSTAL",1,2023-09-01 09:57:01
1351,"Gak usah kalian ajukan atau download aplikasi ini..saya pertama memainjam,padahal saya sebelum nya gak pernahemi jam di mana pun,atau tidak punya kredit apapun..dan juga saya pekerja gaji bulanan,tapi tetap aja tidak lolos..atau jangan2 aplikasi ini aplikasi pencuri data ya..",1,2023-09-01 10:49:34
3048,"data data sudah masuk, tapi tidak diproses dana ,awas data2 disalah gunakan, tolong dihapus data saya,aplikasi sampah",2,2023-09-01 11:22:05
1573,Tolong admin saya kemarin sudah membayar tagihan tapi kenapa jumlah tagihan saya nggak berkurang ya.... Saya sudah kirim e mail juga berkali kali tp responnya belum tepat dan pasti... Tolong dengan sangat saya di bantu.,4,2023-09-01 11:22:47
3512,"proses cepat...layanan masih akan dilihat, baru mulai",5,2023-09-01 11:38:58
9076,Sementara dulu gak sesuai iklan,1,2023-09-01 11:51:29
3516,"Proses cepat, tidak ribet dan sangat memudahkan kita",5,2023-09-01 11:53:41
4947,"sekedae info, mending AKULAKU dariada apk ini. pertama nyoba aplikasi adakami, parah banget pembayaran telat 1 hari doang udah ngancem segala gala, dari ancaman mau bikin rumah dan tempatku heboh, sampe hp ku di sadap, padahal aku udah jelasin aku telat gajian, gak di kasih keringann sedikitpun. tidak untuk bantu keadaan mendesak, pihak penagih keterlaluan",1,2023-09-01 11:57:36
4951,Belum di ACC mudahan segera di ACC dengan limit besar biar mudah usaha,5,2023-09-01 12:19:14
4260,sangat mudah dan sanggggggatttt membantu di saat sy perlu dana.,5,2023-09-01 12:27:23
2871,"Aplikasi yang bagus,apakah setelah pelunasan periode ke 2, bisa pengajuan pinjaman kembali, dengan limit dan jangka waktu yang lebih lama?",5,2023-09-01 13:21:22
223,"Pinjaman pertama mudah proses cepat , tetapi masuk ke pinjaman ke 2 langsung di gagalkan, padahal pembayaran sangat cepat walau pun bunga untuk app lumayan berasa . Apa aplikasi takut memberi pinjaman kembali",2,2023-09-01 13:29:18
3043,Selalu ada saat dibutuhkan sesuai dengan promosi yang di tayangkan terima kasih Adakami !,5,2023-09-01 14:19:04
1229,Data sudah di isi dengan lengkap tapi pngajuan di tolak.. Mulai hari ini tgl 01sep2023 saya meng uninstall apk ini.. moho jaga data2 saya jngn sampai di salah gunakan tmksih,1,2023-09-01 15:29:11
1343,Jangan mau termakan & kerayu iklan² nya yang manis..semua itu BOONG..udah daftar & login dpt limit nya gak sesuai sama di iklan Aplikasi BODONG,1,2023-09-01 15:58:26
3097,Ga tau kenapa tidak di acc terus padahal di aplikasi sebelah lancar terus.. Bener parah ada kami ini,1,2023-09-01 17:10:33
5629,"Cair tadi, saat sore pulang kerja. Btw agak lama sih tapi ttep cair jg. Makasih ada kami",5,2023-09-01 17:10:44
4626,Apknya udh di download tapi pas main game online selalu muncul iklan ini tolong dong di perbaiki lagi kalo kita udh download jgn suka muncul iklan iklan lagi,1,2023-09-01 18:47:14
3065,Aplikasi pinjol yang mungkin aman dan mudah limit juga ga sedikit amat,4,2023-09-02 01:45:11
2104,"Tiga kali pengajuan tetap ditolak juga,hari ini tanggal 2 sepetember2023 aplikasi Akademi saya uninstal karena capek menunggu tetap blom di setujui. . Bintang 2 dulu iya buat akademi Terimakasih",2,2023-09-02 01:54:28
3328,"Verifikasi mudah, masa pinjaman yang lama membuat lebih ringan",5,2023-09-02 02:37:26
4413,Mantap prosesny sangat mudah dan cepat,5,2023-09-02 02:39:07
4199,sangat memuaskan..semoga ada kami terus berkembang dan maju..,5,2023-09-02 02:55:15
933,Adakami aplikasi pinjol parah saya emang daftar di aplikasa anda tapi saya tidak melakukan pengajuan pinjaman sama sekali karena biayaya admin dan bunganya besar.. dan saya belum bekerja. Kok dapat telfon yang mengaku dari aplikasi ADAKAMI dana nya mau di cairkan yang saya sama sekali tidak ada pengajuan pinjaman. Tolong jangan di salah gunakan data saya.. kalo tiba tiba ada tagihan dari ADAKAMI saya akan melaporkan ke pihak berwajib. Trimakasih,1,2023-09-02 03:48:54
5015,Selalu membantu disaat saya membutuhkan dan selalu tepat pada wakrunya terimakasih 🙏🙏🙏,5,2023-09-02 04:01:31
2561,"Saya butuh dana 3 Jt kak, tolong dibantu untuk ditingkatkan limitnya. Kalau bisa saya mau ambil tenor 12 bln, agar pembayaran saya lancar.",5,2023-09-02 05:43:44
4594,"Meminjam uang juga dimungkinkan secara online. sangat nyaman. Hanya ulasan pinjaman AdaKami yang lulus pinjaman, sangat kuat! Jumlahnya akan diberikan kepada saya dalam beberapa menit~ uang akan tiba dalam waktu kurang dari satu menit setelah penarikan, terima kasih banyak. Saya membeli telepon yang saya suka dan menjadi penggemar",5,2023-09-02 06:24:58
5604,proses cepat dan tidak ber bekit belit,5,2023-09-02 07:21:54
2883,"terimakasih adakami,, verifikasi cepat,, cairnya pun cepat,, recommended,, mantap,, 👍👍👍",5,2023-09-02 07:29:59
3606,"Padahal aplikasi bagus ini buat minjam, tapi udh saya lunasin mahalan di tolak lagi pengajuan nya. Mengecewakan",5,2023-09-02 09:35:18
3340,"Pas cair dipotong admin, trus bunganya mahal, ga ampe setahun jangka waktuya, klo pas hari h jatuh tempo udh ditelp mulu, ga ok",1,2023-09-02 10:10:13
2905,proses cepat mantap dan tidak banyak persyaratan. tks AdaKami sangat membantu sekali,5,2023-09-02 10:28:01
4078,enak si tpi sayang cm dapat limit sedikit gak bsa buat modal,5,2023-09-02 11:14:39
3032,"aplikasi ny bagus, disaat lagi butuh, proses pencarian cepat",5,2023-09-02 11:23:52
5665,sangat mudah & cepat pelayanannya pun baik.,5,2023-09-02 12:00:24
1719,"Telat 5 hari aja ancamannya banyak banget. Tidak di rekomendasikan untuk minjem kesini ya gaess. Ancamannya sampe ke kontak darurat, padahal telat 5 hari",1,2023-09-02 12:10:37
2089,"Banyak iklan mengganggu sekali,dan bikin error hp,tolong jngn banyak iklan",1,2023-09-02 12:47:40
2987,limit ada...pembayaran lancar ga pernah telat..tp ga bisa pinjam lagi,5,2023-09-02 14:20:52
5251,Nggak sesui yg diiklan kan limitnya nggak sesui,3,2023-09-02 16:37:27
2930,"Cukup cepat prosesnya, sementara 5 dulu, kalau ada yg merepotkan nanti di revisi kembali",5,2023-09-02 17:34:10
5638,"Prosesnya cepat,gunakan sesuai kebutuhan",5,2023-09-02 22:24:26
4202,Terimakasih🙏 adakami sudah membantu masalah keuangan saya aplkasi adakami sangat bagus dan gampang banget cair nya ayo teman teman yang lagi mendesa butu keuangan pinjam di adakami aja sangat mudah sekali top banget adakami 🌟🌟🌟🌟🌟,5,2023-09-02 22:59:58
5606,Sangat mudah prosesnya dan langsung acc,5,2023-09-03 00:01:11
819,"Assalamualaikum,kok sekarang""pentijau'an di tolak terus sih .. padahal awal-awal pembayaran slalu lancar,saya kecewa saya unistall aja aplikasi nya,jgan salah guna kan data""saya yah... terimakasih",3,2023-09-03 02:37:52
3058,"Sangat membantu, tp kl bs bunga nya diturunkan lg, biar lbh byk yg minat pengajuan ke ada kami",3,2023-09-03 02:39:13
9837,Saya kasih bintang satu.. Karena saya tidak bisa mengajukan pinjaman... Dan selalu terjadi penolakan...,1,2023-09-03 03:22:58
5078,Prosesnya sangat cepat dan mudah di gunakan,5,2023-09-03 03:59:03
1330,"apk pinjaman pling mantap.. prosesnya mudah dan tidak berbelit2... Tidak nunggu lama, langsung cair.. 👍",5,2023-09-03 04:12:11
2855,"Adakami trimakasih ,,,memang top deh...yg bayar lancar ngaju pun lancar. Bisa membantu di saat belum gajian",5,2023-09-03 04:41:14
2991,"bunga rendah, pinjaman cepat cair. sangat membantu, cuma limit kreditnya terlalu kecil 😊",5,2023-09-03 05:02:51
2135,"Aplikasinya Sangat membantu bagi yg sangat membutuhkan dana mendesak, Apk ini saya rekomendasikan buat yg lagi butuh dana mendesak,Semoga apk nya terus berkembang dan tidak ada DC yg kasar",5,2023-09-03 06:08:12
2139,"Awalnya bagus, setelah luas ,mu pinjam lagi ehhh malah ga bisa..gmn nich aplikasi apa ga ad modal(modal receh)",1,2023-09-03 06:21:12
772,"Saya pengguna lama, pembayaran selalu tepat waktu, hampir 1 tahun pakai brapa pun pinjaman slalu ACC. baru kali ini saya di tolak untuk pinjaman kecil 😅 lucu, untuk bank yg terkait, klo g niat atau g brani pinjam, jgn join ke aplikasi ini. Smnjak perubahan bank, kekny aplikasi ud g waras",1,2023-09-03 07:09:41
5160,untuk pengguna baru emang mudah registrasi nya si,5,2023-09-03 07:14:32
3040,"Aplikasi yang sangat membantu dengan tenor yang sesuai pada bunga, terimakasih adakami",5,2023-09-03 07:14:45
1656,"Gw sengaja download aplikasi ini gk berguna banyak di iklanin di aplikasi lain,udah di download masih aja ada iklannya lebay njirrrrr",1,2023-09-03 08:54:33
1545,saya sudah mengajukan dan brhasil tapi pengajuan 500. tempo 6 bulan jadi 800 trlalu besar bunganya.. sedikit menyesal,1,2023-09-03 09:05:25
2866,"Adakami memang top, pinjem gak pake ribet, limit baru lumayan besar.. semoga kedepannya semakin lancar..",5,2023-09-03 09:14:00
4061,Aplikasi mudah & peningkatan limit banyak pilihan variasi.,5,2023-09-03 09:40:51
3059,Aplikasi ini tidak cocok sama sekali limit kecil tapi pas minjem ga dikasih,1,2023-09-03 12:23:36
2865,Ni apaan?? Limit nya cuman 800 rbu. Sedang yang mengajukan pegawai. Hanya beberapa yg tidak di verifikasi untuk meningkatkan limit. Kecewa lah pokok nya. Batal gak jadi pengajuan.,1,2023-09-03 12:45:43
3267,"𝑨𝒘𝒂𝒍𝒏𝒚𝒂 𝒄𝒖𝒎𝒂 𝒎𝒂𝒖 𝒄𝒐𝒃𝒂, 𝒆𝒉 𝒕𝒆𝒓𝒙𝒂𝒕𝒂 𝒅𝒊𝒕𝒓𝒂𝒏𝒔𝒇𝒆𝒓 𝒃𝒆𝒏𝒂𝒓𝒂𝒏,, 𝒎𝒂𝒌𝒂𝒔𝒊𝒉",3,2023-09-03 13:27:12
9987,"setelah liat komen gajadi pinjeman untung aja akses ditolak wkwkw, DC DC nya ga ngotak nyata ngatain bahasa binatang, terus santet lah segala, dan satu hal lagi jangan salah gunakan data saya tanggal 03-september-2023 hari minggu kalo sampe disalahgunakan saya bakalan tuntut!!!!!.",1,2023-09-03 15:39:28
3026,Ada kami pinjman yg bgus tdk rumit. Dan perhitungan biaya cicilan nya per bulan dan jls2 transparan. Thanx tim ada kami.,5,2023-09-03 16:00:15
9215,Rekomendasi bgt pinjol aplikasi jg mudah digunakan mantap!!!,5,2023-09-03 16:20:14
3221,"Baru kali ini saya ketemu pinjol benar2 ga tau aturan banget. Benar saya ada nunggak baru berapa hari. Di ingatkan via telp dan wa itu wajar ya. Ini lebih parah, malah ngirimin makanan ke tempat saya melalui ojol dan nyuruh saya maksa bayar tu makanan. Lha gmna mau bayar duit saya abis buat bayar makanan. 2 makanan dalam sehari. Parah banget ogah pakai ini lagi.",1,2023-09-03 16:41:58
5620,"kalian norak ngaaih limit 5juta, pinjaman awal cuman 500rbu langsung cair, begitu pengajuan kedua langsung ditolak gk pakai hitungan menit, alasan gk masuk akal, kalo sekiranya ditolak buat apa repot2 kasih limit segitu??????? to the poin aja,",3,2023-09-03 16:50:05
3921,Gk jlas..gk pernh daftar gk ada pinjaman..kosong diarahlan ke aplikasi lain..gw hpus aplikasi 4 sep 2023..saya tdk bertnggung jawab bila disalahgunakan data saya,1,2023-09-03 18:18:39
746,"Biaya layanan nya bikin kaget minjam 1,6jt cair 1,5jt tapi jumlah keseluruhan yg di bayar selama 6 priode 2,7jt.. maaf saya Egga jadi minjam soalnya ini tidak membantu tapi mencekik . Law buat iklan sesuaikan juga lah sama apk nya.. mohon untuk menghapus semua data diri saya",1,2023-09-03 23:37:41
2851,Terpercaya aman mudah dan cepat responnya.tidak sulit dan data kita terjamin keamanannya.,5,2023-09-03 23:53:06
4428,mudah cepat praktis dan pelayanan yg sopan,5,2023-09-04 00:07:14
3290,"Kami mencoba mengajukan pinjaman , dan diberìan limit 2 400.000, selanjutnya disetujui. Pinjaman 2400000, biaya tagihan kepada kami 1.800.000, artInya saya hanya mendapat 600 000...INI KETERLALUAN..SUNGGUUH ...!! JADI SAYA TIDAK AKAN MENGGUNAKAN FASILITAS INI...ĎAN TIDAK AKAN MENGGUNAKAN DANA YG DI TRF KE REKENING SAYA....KARENA TIDAK ADA KESEPAKATAN TENTANG JUMLAH BIAYA SEDARI AWAL..TAPI TIBA2 SAYA HARUS MENERIMA INVOICE DEGAN TAGIHAN BIAYA 1.8000.000...GAK LAHHH...KENAPA OJK IJINKAN PINJOL IN",1,2023-09-04 00:32:47
4768,Sangat mudah & membantu dalam proses kebutuhan,5,2023-09-04 01:02:34
2978,Sangat membantu disaat keperluan mendadak. cicilannya lumayan kecil. dan teror bs 9 bulan.,5,2023-09-04 01:17:33
2933,Saya mau hapus akun gabisa.. mulai tanggal 4-9-23 saya uninstal aplikasi ini. KLo disalahgunakan data saya a/n Evi Oktavia..saya tidak bertanggung jawab.,1,2023-09-04 03:54:11
4411,Sangat baik smoga di tingkatkan lgi limit nya,5,2023-09-04 04:57:39
2158,"sepanjang ini aplikasi Ada kami baik , dari cara mengingatkanpun sopan tidak seperti aplkasi KTA Kilat dan Dana cepat,debnya bar bar belum jatuh tempo data saya dimasukkan ke medsos dengan tidak bertanggungjawab .",5,2023-09-04 05:26:27
